,video,timestamp,text
8579,10-28,33:50,okay so the switching fabric is for forwarding the package from the input
8580,10-28,33:56,pause to the outputs okay if we look at the input parts so here we
8581,10-28,34:04,we basically take one of this and we zoom in to look at uh the inside of the
8582,10-28,34:11,input parts okay and this is the this is the launcher we have the switching fabric and now uh you can look at the
8583,10-28,34:19,import for the input
8584,10-31,0:00,next thing we want to discuss is what is inside a router okay for the router we want to look at
8585,10-31,0:08,the architecture basically we use the launcher every day basically the router has two main
8586,10-31,0:14,functions we have to ask you this question again so these two functions actually are implemented by different
8587,10-31,0:23,components in the router for example we need to have a routine processor to run
8588,10-31,0:29,the login and then we need to have a switching fabric to do the forwarding
8589,10-31,0:35,okay so the switching fabric is for forwarding the package from the input
8590,10-31,0:42,post to the outputs okay if we look at the input parts so here we
8591,10-31,0:49,we basically take one of this and we zoom in to look at uh the inside of the
8592,10-31,0:56,input parts okay and this is the this is the launcher we have the switching fabric and now uh you can look at the
8593,10-31,1:04,import for the input port firstly this one is the line termination this is the
8594,10-31,1:11,physical layer okay in this layer um we will receive the beat level we
8595,10-31,1:18,will receive the basically the binary the base okay and then uh we will come
8596,10-31,1:25,to the link layer protocol so basically for example we have ethernet implemented
8597,10-31,1:31,in this layer and then um we will come to
8598,10-31,1:37,um the network layer okay in this layer we will do uh the forward table lookup
8599,10-31,1:43,for example we will say oh for this destination address it should be forwarded to a certain output link okay
8600,10-31,1:51,and we will also do queuing here do you remember the qe we said in the router the input port the
8601,10-31,1:58,router may have some buffers to carry the packets right so if the buffer is
8602,10-31,2:03,full we may have a package drop right so this this is the one of the buffers okay
8603,10-31,2:11,so basically um those packets will be cured here
8604,10-31,2:17,um and then this package will be sent to the switching fabric for forwarding okay
8605,10-31,2:24,so there are many different types of switching fabric for example memory type
8606,10-31,2:32,bus type and crossbar type okay so the first switching fabric basically will
8607,10-31,2:38,transfer the package from input buffer to appropriate output buffer
8608,10-31,2:44,um and there is a read to measure the speed of the switching fabric it's
8609,10-31,2:49,called switching ridge so this is the rich at which packets can be transferred from the inputs to the
8610,10-31,2:56,output okay so this is often mirrored as multiple of
8611,10-31,3:03,input output line rate so for example each one has a line rate and then if we
8612,10-31,3:09,have three that's three times this okay so it's measured in that way um
8613,10-31,3:15,ideally ideally we hope the switching rich is the number of inputs times the
8614,10-31,3:23,line rate okay so for the three types of switching fabric let's look at each one the first
8615,10-31,3:29,type is called memory type okay and memory type you can see it goes through
8616,10-31,3:35,a memory okay so generally this is the input port
8617,10-31,3:41,okay the input port then a packet needs to be forwarded to
8618,10-31,3:46,the memory first okay and then the memory will deal with
8619,10-31,3:53,that we'll do some calculations or forward uh lookup and then forward it to
8620,10-31,3:58,the output port okay um this is actually
8621,10-31,4:04,um this is a this type of router is very limited in terms of speed
8622,10-31,4:10,okay the reason is because the speed is limited by the memory bandwidth because
8623,10-31,4:16,as you can see it has to go into the memory and then come out the memory okay
8624,10-31,4:21,so that's why the memory is bandwidth is very important to this type of roger uh
8625,10-31,4:28,this kind is called first generation routers it's usually very slow okay
8626,10-31,4:35,so the second type of routers uh using a bus as the switching fabric
8627,10-31,4:42,um bus basically means um the data will come out from one port and
8628,10-31,4:52,go through the bus to the output directly okay but there is a problem because if
8629,10-31,5:01,in memory we can still for example hold multiple packets in the memory and then
8630,10-31,5:06,send it out okay but in bus you can see there is no memory kind of thing to or
8631,10-31,5:13,buffer kind of thing to hold those packets okay so then plus is uh is used
8632,10-31,5:19,to directly connect the input port to the output then the problem is we may have best
8633,10-31,5:26,contention okay bus contention basically means um for example if two even input parts
8634,10-31,5:34,they both among two forward package to some outpost okay then they have to
8635,10-31,5:40,compete for this band for this bus okay um so then in this case the switching fab
8636,10-31,5:48,switching speed is actually limited by the bus benefits okay
8637,10-31,5:54,uh this is my second type um then gradually people began to design
8638,10-31,6:00,people began to think oh if one bus is a me generate the bus contention problem
8639,10-31,6:07,how about we create a uh interconnected bus okay or we could create something
8640,10-31,6:14,called a crossbar okay as you can see in the figure here this is also called banging at work or
8641,10-31,6:21,crossbar or some or sometimes we call them international interconnection nets
8642,10-31,6:28,okay so then basically in this case okay in this case we have input pause output
8643,10-31,6:35,pause okay but they are connected in this uh interconnected way okay then if
8644,10-31,6:42,we have a datagram okay so that if we have for
8645,10-31,6:47,datagram from multiple parts from multiple parts okay so then they
8646,10-31,6:53,can or they can be forwarded to the output without interving each other
8647,10-31,6:58,okay because there are multiple routes to choose from okay and even more
8648,10-31,7:04,interesting or more advanced design is that if we have one big datagram okay in
8649,10-31,7:11,order to make the speed faster we can actually break this uh uh big datagram
8650,10-31,7:18,into smaller pieces we call this as fragmentation or fragmenting okay and
8651,10-31,7:24,then um send those smaller pieces in parallel to
8652,10-31,7:29,the outputs okay and this can make the speed even faster that is the most advanced version okay
8653,10-31,7:38,uh and then now let's look let's look at the um outpost
8654,10-31,7:44,so for option parts um you can see it is actually the
8655,10-31,7:49,opposite uh this this is the three boxes are ordered in opposite uh order as the
8656,10-31,7:56,input policy input port we know we have the green box which is physical here and
8657,10-31,8:02,then we have the link layer then we have the uh network layer okay this is the input
8658,10-31,8:10,parts then we go to switching fabric then for the outer parts you can see its firstly
8659,10-31,8:16,firstly data comes from the network layer and here we also have a buffer
8660,10-31,8:22,okay and then we have a link layer okay
8661,10-31,8:27,then it becomes zeros and ones to be sent out so this is the output okay
8662,10-31,8:35,um the buffering is also required within datagrams arrived from the fabric faster
8663,10-31,8:41,than the transmission rate we know it takes time to push the data out
8664,10-31,8:46,okay um then if the incoming speed is very fast then we have to buffer the data
8665,10-31,8:52,here in the output port buffer okay
8666,10-31,8:57,so and very interestingly here we need to have some kind of scheduling
8667,10-31,9:04,um to choose among the cute diagrams for transmission okay because there are so
8668,10-31,9:10,many um this grants killed here which one should we send out first
8669,10-31,9:18,okay so there are different ways for the scheduling we will look at that uh later
8670,10-31,9:24,okay so first let's look at the output port queuing okay so you can say uh this
8671,10-31,9:32,is the structure of the entire round term and this is the switching fabric the left part are the um the input post
8672,10-31,9:40,right right part of the output because okay
8673,10-31,9:45,um so you can see when these two arrives they all want to be forwarded to the to
8674,10-31,9:52,this one and as you can see um as you can see this one can be forwarded
8675,10-31,10:00,to here okay and this blue one can be forwarded
8676,10-31,10:05,to here okay then we this one
8677,10-31,10:11,will need to be forwarded to here okay then these ones are all cute here
8678,10-31,10:18,so that later we can see this one and the red one will also be put into the
8679,10-31,10:25,input parts waiting to be forwarded to the output box okay so this is a
8680,10-31,10:32,um you can see the queuing okay those are cute here
8681,10-31,10:38,um so you may ask how much buffer do we need for the output
8682,10-31,10:43,okay so the rule rule of thumb is that the average buffer is equal to the
8683,10-31,10:51,typical rtt times the link capacity okay this is uh roughly how you can
8684,10-31,10:58,calculate the size of the buffer for example if you have a
8685,10-31,11:04,10 giga bps link okay and we know the rtt is 250 m second
8686,10-31,11:12,in this case we assume it's 250 m seconds then the buffer size need to be
8687,10-31,11:19,2.5 gigabits okay so that is the buffer uh
8688,10-31,11:26,of course if you want to do a more accurate calculation the recent
8689,10-31,11:32,recommendation is if we have nfl then the buffer should be equal to this one okay this is a
8690,10-31,11:40,calculated this can be used to calculate the buffer okay so this is i think this
8691,10-31,11:46,is provided um like uh federal experience experiments
8692,10-31,11:53,okay and there are uh another another concept
8693,10-31,11:59,you need to know here is called the head of line blocking
8694,10-31,12:04,head of line blocking is like for example when you are driving okay when
8695,10-31,12:09,you are driving um if you just want to turn right okay
8696,10-31,12:15,but someone before you is trying to go straight
8697,10-31,12:20,okay and even if you can turn right but because the the the car before you is
8698,10-31,12:27,waiting for the green light so you cannot turn right you have to wait until the car before you left
8699,10-31,12:33,okay uh that's what it's called the head of line blocking it's the same thing for example here we have this one and this
8700,10-31,12:41,one they all want to be forwarded to this output okay
8701,10-31,12:46,then we know um let me know the priority is given to
8702,10-31,12:53,this one okay came into this red this one will have to wait okay this one doesn't need
8703,10-31,13:00,to wait the blue one can directly go to here okay uh because this red one is
8704,10-31,13:06,waiting to be sent to this output port then the green one is actually blocked
8705,10-31,13:12,there okay so this is the head of line blocking
8706,10-31,13:18,all right um so as we said because all those
8707,10-31,13:23,packets are buffered there in the queue in output
8708,10-31,13:29,like this okay so then we have to have some kind of a schedule scheduling
8709,10-31,13:35,algorithm to choose the next package to send on the link okay uh very simple way
8710,10-31,13:41,is we do first in first out first thing first out basically means the packets
8711,10-31,13:47,are running first will be sent out first okay it's very easy um so and we also need to think about
8712,10-31,13:55,the discard policy because sometimes the package may arrive at a four q then in
8713,10-31,14:00,this case who to discard okay there are three different ways
8714,10-31,14:05,about discarding so one way is okay we just do teardrop teardrop means we drop
8715,10-31,14:12,the a driving package the new coming one okay second type is called priority drop that
8716,10-31,14:18,means we can drop or remove uh based on the priority we can drop some low
8717,10-31,14:24,priority one for example even if this packet is already killed there but this is not very important then we can drop
8718,10-31,14:31,it and then um to to give some space to the new new
8719,10-31,14:37,coming packets okay and we can do also random job okay so
8720,10-31,14:43,those are three ways to discard a package um a second type of scheduling is called
8721,10-31,14:50,priority scheduling this means we always we kept two we kept two queues one is
8722,10-31,14:57,the high priority of q another one is the low priority queue so when pack is arrives we need to uh assign them to
8723,10-31,15:05,different cues based on them their priority and then we will always give
8724,10-31,15:10,priority to the high priority queue okay so for example um if we have one coming in okay this is
8725,10-31,15:18,high priority so we will do one first then we while we are working on one two
8726,10-31,15:23,and three comes in okay then in this case three will be put into the higher
8727,10-31,15:30,priority q2 is put into the low priority queue so we will do three next and then
8728,10-31,15:37,after three is down we do two okay if we have more pocket casts coming in let's
8729,10-31,15:43,say four arrives when they are working on two okay then of course we will work
8730,10-31,15:48,on four and when five lies then we work on five it's like that so we always give
8731,10-31,15:54,priority to the high priority queue okay
8732,10-31,16:00,but this actually creates a problem the problem is um is that we may have starvation for
8733,10-31,16:08,the low priority queue okay uh so for example if we always have some some
8734,10-31,16:15,packets in high priority queue then those packets will always be sent out first then the package in the low
8735,10-31,16:22,priority cube will never get the opportunity to be sent out okay so that
8736,10-31,16:27,is the problem for this kind of priority scheduling then how can we address that problem
8737,10-31,16:33,okay another kind of uh schedule is called
8738,10-31,16:39,the round robin scheduling one robin basically means we have multiple classes okay but we can
8739,10-31,16:45,cite cyclically scan all the class cues and at least give the opportunity to
8740,10-31,16:52,every class okay so we send one complete package from each class
8741,10-31,16:58,so for example um we here you can see we have one two
8742,10-31,17:04,three of rhymes okay we do one first then we give opportunity to the next class although we have both two and
8743,10-31,17:10,three but we have already works worked on the red class so that's why we will work on the green class
8744,10-31,17:17,then we do red class 2 okay because we have no green now then we will do four
8745,10-31,17:25,directly which is a red class okay so if i were arrives then i'm going to do five it's like that so in this case it's like
8746,10-31,17:31,taking turns for every class we take turns every time we just give opportunity to one of the package in uh
8747,10-31,17:39,one class okay in this case we do not have a starvation problem but the the
8748,10-31,17:44,thing is also we do not have any priority right we do not have priority
8749,10-31,17:50,to the red plus either so that is the problem then some of you
8750,10-31,17:57,may think how can we give or how can we give priority to the red glass to the
8751,10-31,18:05,high priority class but also give some opportunity a little bit opportunity to
8752,10-31,18:10,the low priority class how can we do that so this is a very interesting thing
8753,10-31,18:16,actually what we can do is called red weighted fair queuing okay or it's
8754,10-31,18:23,actually generalized around robbing so we can referral killing means
8755,10-31,18:29,we we still class them to different classes and if one class is more has more
8756,10-31,18:36,priority then we give it more weight okay if one class has a low priority
8757,10-31,18:43,then we give it last week in this way okay we can always
8758,10-31,18:48,give priority to the high priority queues but we also give opportunity to
8759,10-31,18:53,the low priority queues okay so this one is like uh we have w1 w2 w3 for each
8760,10-31,19:01,class okay and then if w1 is let's say uh 10 this is a five let's say it's two
8761,10-31,19:09,then this means every time we we send out 10 packets from the red class then
8762,10-31,19:14,we send we can do five packets at most for green class then do two packets and
8763,10-31,19:21,also for the blue class so that is the uh scheduling problem we will continue
8764,10-31,19:26,to discuss 4.4 the internet protocol okay internet protocol is a very
8765,10-31,19:32,important part uh in networking so i hope you pay attention to this part okay
8766,10-31,19:41,um personally let's look at the layers again we learned application layer
8767,10-31,19:46,transport layer network learning clear physical layer etc okay so what we are
8768,10-31,19:51,discussing now is actually the network layer so in network layer there are different protocols okay uh firstly we
8769,10-31,20:00,know ip protocol okay ip protocol basically uh deals with
8770,10-31,20:06,the addressing conventions the datagram format the packet handling conventions
8771,10-31,20:12,etc and then we also have the routine protocols the routing protocols are
8772,10-31,20:18,basically defining the routing algorithms right and not just the
8773,10-31,20:23,logarithm actually how we for example select a path okay how we combine
8774,10-31,20:29,different type of routing algorithms um when should we pay attention to the
8775,10-31,20:36,performance of the volcan algorithm where should we pay attention to the policy issues etc so those things are
8776,10-31,20:41,all defined in the routing protocols and then we also have the
8777,10-31,20:47,um forwarding table forward symbol is actually generated by running the working algorithm
8778,10-31,20:53,for icmp protocol this is uh mainly for
8779,10-31,20:58,error reporting and router signaling so it's more like control okay control about the
8780,10-31,21:05,um networking okay so let's firstly look at the ip data format
8781,10-31,21:12,um we have learned we have learned the different formats like how uh the application layer message right and then
8782,10-31,21:20,we learned the transport layer segment format okay do you remember if we are
8783,10-31,21:25,using tcp then um the header is about more than 20
8784,10-31,21:31,bytes okay the and then it has the payload so in the header we know it has
8785,10-31,21:36,the source port number destination port number okay so let's maybe quickly read
8786,10-31,21:42,this again we have several layers
8787,10-31,21:48,application layer transport layer network layer okay so at
8788,10-31,21:56,application here we have a message and then we know when it comes to transport layer we need to add the transport layer
8789,10-31,22:04,header into this message right to this message and in the transport layer header we know it has the
8790,10-31,22:11,port numbers okay source point number that's the import number and then when this comes to a layer below
8791,10-31,22:20,the network layer we need to have not so this is called a segment right
8792,10-31,22:27,this is a segment then when we add a header to the segment we need to add network layer header so then this
8793,10-31,22:34,segment now is called the data graph okay this is this thing at the network layer is called data graph and for this
8794,10-31,22:41,datagram okay for this tablegram basically
8795,10-31,22:48,um this is a header okay this is a actually this part
8796,10-31,22:53,okay and then the payload as you can see
8797,10-31,22:58,is this part okay so the payload is actually the tcp
8798,10-31,23:04,or udp segment pay attention to this okay it contains
8799,10-31,23:10,not only the message itself okay it also contains the header for the transport
8800,10-31,23:15,layer no matter is tcp or udp okay so uh that's the payload and then let's now
8801,10-31,23:22,look at the hydra part the network clear header what do we have okay firstly we have the warrior number which number
8802,10-31,23:29,here means ipv version 4 or version six uh later we will learn the difference
8803,10-31,23:34,between the two versions okay and then we have header lens
8804,10-31,23:39,header lens basically means the the number of bytes in the header okay so
8805,10-31,23:47,the number of bytes in the header may vary because of the option part okay sometimes we may have uh options
8806,10-31,23:55,sometimes we may not okay so that's why the header length may vary and then this is the type of service
8807,10-31,24:02,which means what type of data it is then this is uh um a time to leave time claim
8808,10-31,24:08,i think you are very familiar already right we said this is ttl
8809,10-31,24:14,okay time to link ttl and ttl is very important this means the maximum number
8810,10-31,24:20,of remaining hops if ttl equals to 2 this means the packet can travel at most
8811,10-31,24:27,two more steps two more hops okay one hop is a a router right so then this
8812,10-31,24:35,number will be decreed decreased at each router okay so
8813,10-31,24:42,decremented at each router so for example if ttl equal to 2 when it comes
8814,10-31,24:47,to a router then we will do -1 okay so here becomes one and then when it comes
8815,10-31,24:53,to another router we'll do here minus one again so one minus one equal to zero we know at this time we have to drop
8816,10-31,24:59,this packet okay and then um this field is the upper layer
8817,10-31,25:06,protocol arpelier protocol basically means um
8818,10-31,25:11,uh is this tcp or udp so what are our player protocol okay
8819,10-31,25:19,um and then this field is the length the total datagram length in bytes okay it's
8820,10-31,25:25,different from the header length because the header length is only about the header but this length is about the
8821,10-31,25:31,entire datagram after that we will say the 16-bit identifier the flags the and the
8822,10-31,25:39,fragment offset these three fields are used for fragmentation and resembling
8823,10-31,25:45,you don't need to understand it now later we will describe how we can use
8824,10-31,25:50,these three bits for a through field for fragmentation
8825,10-31,25:56,then you can see we also have um the header checksum okay and then we
8826,10-31,26:03,also have the source and decision ip addresses okay and for source and
8827,10-31,26:08,decision ip addresses now because we are using ipv4 with the source id and
8828,10-31,26:14,destination ip are all 32 bits they are both 32 bits okay and
8829,10-31,26:21,pay attention again as we said okay we will use the 32-bit source ip and
8830,10-31,26:28,destiny ip2 especially the destination ip to do the robot key okay to find out
8831,10-31,26:35,the host okay the host uh which package we should deliver which host we should
8832,10-31,26:40,deliver this package to okay so that is the function of ip address but uh if we want to find out a
8833,10-31,26:49,specific process in the host then we have to look at the transport layer
8834,10-31,26:55,header which is actually within the data okay which is actually within data
8835,10-31,27:01,so that is how it works um and then in the auction part we may
8836,10-31,27:06,have some more information like the timestamp um the record route taken and we may
8837,10-31,27:12,also uh we may also specify the list of routers to visit okay so one thing you
8838,10-31,27:19,need to know is we want to calculate how many bytes do we have in the header
8839,10-31,27:26,if you look at again each row is 32 bits
8840,10-31,27:31,each row is 32 bits okay 32 bits is four bytes right so eight uh b is probably so
8841,10-31,27:37,four bytes and then we have five rows four times five equals to uh 20 bytes
8842,10-31,27:43,right so it's 20 bytes of ip and you can see uh i didn't come to the
8843,10-31,27:49,option part of course you can count the option part right if we count options then we know it's a 20 plus 20 plus
8844,10-31,27:57,bytes for ip header for network layer header and we know for t if we are using
8845,10-31,28:03,tcp okay tcp has 20 bytes of a header okay so then in total you can see
8846,10-31,28:10,um the header overhead the header overhead is 20 plus 20 uh equal to 40
8847,10-31,28:16,bytes okay 40 bytes or even more than 40 bytes so that is uh the overhead any questions
8848,10-31,28:23,so far okay
8849,10-31,28:30,so the next thing i want to talk about is the ip fragmentation part
8850,10-31,28:35,um so why do we do fragmentation firstly
8851,10-31,28:40,the network links have mtu mtu is is the full name is called
8852,10-31,28:46,maximum transfer size which is the largest possible link level frame
8853,10-31,28:53,for different networks they have different network links they have different mtus
8854,10-31,28:59,so for example you can think about uh for fiber we may have one mtu4 wi-fi we
8855,10-31,29:07,may have different mtu so different links have different capacities and and
8856,10-31,29:12,the capabilities that's why they have different mtus
8857,10-31,29:17,um it's like it's like um when we drive on the road we may have a very wide road
8858,10-31,29:25,or very wide road that can accommodate maybe big cars trucks okay and we may
8859,10-31,29:33,also have very narrow roads that can only accommodate very small cars
8860,10-31,29:39,okay so it's like that similarly for network links they have
8861,10-31,29:44,different mtus then in this case we may have a very large iep datagram
8862,10-31,29:50,arriving at a link but this the size of this datagram already
8863,10-31,29:58,exceeds the maximum transfer size of this link in this case what can we do we
8864,10-31,30:05,have to divide the large ip datagram into smaller pieces for this we call it
8865,10-31,30:11,as fragmentation okay that means one datagram becomes several
8866,10-31,30:17,datagram several smaller datagram is like that we have one big datagram
8867,10-31,30:22,and we break it into several smaller pieces this is called fragmentation
8868,10-31,30:28,then these pieces may travel on their own finally when they arrive at the
8869,10-31,30:35,destination we need to do assembly with us reassemble sorry we need to do
8870,10-31,30:41,reassemble reassembling okay we need to reassemble those smaller pieces into one
8871,10-31,30:48,big this graph one largest ground okay so then you can see the ip headers
8872,10-31,30:55,are used to identify and order the related fragments
8873,10-31,31:01,and we learned before here we said these three fails the 16-bit
8874,10-31,31:07,identifier the flags and also the fragmentation fragment offset these
8875,10-31,31:13,third fails will be used for fragmentation now let's do let's see how we can do a
8876,10-31,31:20,fragmentation okay this is an example in this example we have a package the packet length is
8877,10-31,31:28,400. so now what you are looking at is actually a datagram
8878,10-31,31:35,okay this is the datagram the datagram has different fields do you remember lens right identifier
8879,10-31,31:44,flags offset so we also have this here length identifier flex offset
8880,10-31,31:53,okay so now we want to break or break this big datagram into smaller pieces
8881,10-31,32:01,let's assume the original originally this package has a length of four
8882,10-31,32:06,thousand but mtu the maximum transfer size is
8883,10-31,32:12,only 15 00 bytes okay so that means
8884,10-31,32:25,this is a 4 000 byte packet okay and now we know pay attention
8885,10-31,32:34,pay special attention women need to break this okay that means we need to
8886,10-31,32:40,break this 4 000 package into 1500 pieces okay but there is one thing you need to
8887,10-31,32:47,pay attention the first 20 bytes
8888,10-31,32:54,are for the header do we need to break the header when we break the big datagram into smaller
8889,10-31,33:01,datagrams we do not break the header okay it's like for example when you when you drive
8890,10-31,33:08,a big car a big truck you come to a very narrow road you
8891,10-31,33:14,cannot pass so then you can bring in several smaller trucks
8892,10-31,33:19,in this case you only need to load the stuff on the big truck onto the smaller
8893,10-31,33:25,trucks do you need to also load the truck itself you do not okay you do not
8894,10-31,33:31,load the truss truck itself um and then what we can do is okay the
8895,10-31,33:39,header we do not break okay so the next we only need to break the
8896,10-31,33:46,remaining 39 80 bytes
8897,10-31,33:51,and you also need to pay attention when you break them into smaller pieces
8898,10-31,33:57,for the small truck of smaller datagram it also has a header so although in
8899,10-31,34:06,total the maximum transfer size is 1500 but it
8900,10-31,34:12,also use 20 bytes for the header so the remaining
8901,10-31,34:18,1480 bytes can be used for data okay so
8902,10-31,34:23,that's why when you do the braking you can say okay i need to break this into 1
8903,10-31,34:30,480. and another one for 18. how many do we have now so 2 9 16 right 2 9 60.
8904,10-31,34:40,so we still have one thousand 120
8905,10-31,34:48,bytes remaining is this correct
8906,10-31,34:53,okay so this is how we break it into smaller pieces then what we can do is we
8907,10-31,34:59,put this one this into um datagram number one okay and then we can
8908,10-31,35:07,also put it into
8909,10-31,35:14,this gram number two okay and then this round number three will be put into this one
8910,10-31,35:29,does this make sense so this is how you do the fragmentation you basically put the data into
8911,10-31,35:37,different smaller datagrams and again pay attention each datagram has 20 bytes
8912,10-31,35:43,for header in the test many students made a mistake at this point
8913,10-31,35:49,okay so now let's fill in the
8914,10-31,35:56,data or the the data for these fields in smaller datagrams so for the number one
8915,10-31,36:03,this is for number one for number one datagram the total length you can see is
8916,10-31,36:09,1500. okay the id number
8917,10-31,36:15,the id number will inherit the same we will inherit the big
8918,10-31,36:21,datagrams id it's very easy so frag flag this is a very special bit
8919,10-31,36:30,this beast is used to note to indicate if this small datagram is the last
8920,10-31,36:40,uh fragment fragment or not because we know one big datagram may be broken into
8921,10-31,36:47,many smaller pieces and when the receiver receives these smaller pieces the receiver need to reassemble them but
8922,10-31,36:55,how do the how does the receiver know which one which piece is the last piece
8923,10-31,37:01,so that it can do the reassemble right so that and the basically one of the
8924,10-31,37:09,fields that the receiver can look at is the frag flag so if this front flag
8925,10-31,37:14,equals one this means this is not the last piece we have more fragments coming
8926,10-31,37:20,in if it equal to zero this means this is already the last piece there are no
8927,10-31,37:27,other um smaller pieces coming in so you can do
8928,10-31,37:32,the reassemble now it's like that okay so
8929,10-31,37:37,and the last one is the offset the last field is offset the offset basically
8930,10-31,37:43,means the position of this uh
8931,10-31,37:50,small datagram in the large datagram for example
8932,10-31,37:56,we know here the first the number one the number one
8933,10-31,38:01,piece actually starts from here okay and this is the very beginning of the data
8934,10-31,38:08,so that's why the offset is zero and this one we know it starts at byte 1 480.
8935,10-31,38:18,okay so by 21480 uh is the position of
8936,10-31,38:24,the second the number two datagram okay so then
8937,10-31,38:30,1480
8938,10-31,38:35,1480 divided by eight is 185
8939,10-31,38:41,you may ask why do we divide it by eight um we use h as uh eight bytes eight
8940,10-31,38:49,bytes as a unit okay eight bytes as you need to calculate the offset so that's
8941,10-31,38:55,why it's so 1480 divided by eight and then this number
8942,10-31,39:06,this position we know it is actually 1 480 plus 1 for
8943,10-31,39:12,80. is 2 9 60. so 2960 divided by 8 it is a 370.
8944,10-31,39:23,okay so that's how we calculated offset and you can see for diagram number two
8945,10-31,39:30,and number three for number two the length is 1500 again
8946,10-31,39:35,the id is of also x the front flag is still one because this
8947,10-31,39:41,is not the last piece and the offset we just mentioned how to calculate that the length for number three is very
8948,10-31,39:47,interesting the net for number three is a you need to pay attention again this is
8949,10-31,39:53,a length of the entire packet so it should include both the header and the data so
8950,10-31,40:00,it's 20 plus 1020 equals to 1040. many
8951,10-31,40:05,students made a mistake here in the test some of them forgot to add the 20 bytes
8952,10-31,40:12,of a header okay they put 1020 here and
8953,10-31,40:18,id is also x frag flag is zero this means it is the
8954,10-31,40:25,last fragment so you can do uh reassemble once you receive this one
8955,10-31,40:31,um and then this is uh the entire example any questions
8956,10-31,40:36,some of you are asking why do we need the offset to be divided by eight right
8957,10-31,40:42,so the reason is because the offs the for the offset this field of the field
8958,10-31,40:51,has 13 beats that means you can have at most 2 to 13
8959,10-31,40:58,units or this number can be at most 2 to 13. okay
8960,10-31,41:04,but the datagram itself can be much bigger than that okay much bigger than
8961,10-31,41:10,that the date the diagram itself is a the total length can be
8962,10-31,41:19,65
8963,10-31,41:24,1536 that is actually equaling into uh this is this actually equals to
8964,10-31,41:32,8192 this is 81.92 plus 8. okay so if
8965,10-31,41:38,you say okay if we want to we i want to denote every every byte
8966,10-31,41:45,then we have this this offset number has to be this big okay if we want to denote every byte the
8967,10-31,41:53,precision the relative position from 0 to 66 65 536 this this offset number has to be
8968,10-31,42:01,that big but apparently the offset number can be only 13 bit it can be at
8969,10-31,42:07,most this big so that's why we cannot denote every bite we can only denote every eight
8970,10-31,42:16,bytes okay we denote every it by so this is eight eight
8971,10-31,42:22,so we divide this entire diagram into eight bytes per unit and then we can say okay this
8972,10-31,42:30,is a zero this is a one this is two this is three it's like that so in total you
8973,10-31,42:38,can have this number is one probably 8191
8974,10-31,42:45,and then in total we have this many units each unit is advice then we can
8975,10-31,42:53,denote the entire lithograph this makes sense to you
8976,10-31,42:58,okay so that's why i mean you do not need to understand the details of this
8977,10-31,43:04,okay you don't need to do this no need you don't need to know this you only
8978,10-31,43:09,need to know the units of data is 8 byte in the
8979,10-31,43:14,fragment in the fragment so that's why when we calculate the offset we need the
8980,10-31,43:19,byte number the position of the byte number to be divided by eight okay that's
8981,10-31,43:27,that's all you don't need to know that much details okay so then now let's look at this question for this question the
8982,10-31,43:35,length and total length is uh one thousand
8983,10-31,43:41,okay and among this 1000 we know the header is 20. so the remaining
8984,10-31,43:48,980 of the data and when we do the fragmentation we know we only need to
8985,10-31,43:55,divide the data for the for the fragmentation number one we know we we
8986,10-31,44:00,need to divide this into the total is 40
8987,10-31,44:06,420 420 so 20 bytes over
8988,10-31,44:11,header and 400 bytes of data so 400 bytes of data okay and then we for the
8989,10-31,44:18,number two is the same so 20 header
8990,10-31,44:23,400 bytes of data again 400 so how many is left one thousand minus 800 200 200
8991,10-31,44:32,minus twenty we have one 180 left so the number three will pack it will look like
8992,10-31,44:39,this 20 bytes or header and 180 bytes of
8993,10-31,44:44,data so this is in total 42 400 420 this
8994,10-31,44:49,is a 200 so those are the lens those are how we calculate the lens so then for
8995,10-31,44:55,number one we know okay the length is a
8996,10-31,45:02,420 id equal to x okay
8997,10-31,45:07,frag flag we know this is not the last one so this
8998,10-31,45:14,should be one offset is easy through the beer
8999,10-31,45:19,this is at zero right so pi to zero we do not hydra we only count the data so
9000,10-31,45:25,the relative position for for number one is actually zero for number two we know
9001,10-31,45:32,here it should be 400 for number three this relative
9002,10-31,45:38,position from the start is a 0 to 800.
9003,10-31,45:43,okay so this is 800. that's how we calculate the offset we then we not use
9004,10-31,45:49,this number to divide eight okay so then for then for packing number two we know
9005,10-31,45:55,the length is also 420 id is equals equal to x
9006,10-31,46:03,frag flag equal to 1
9007,10-31,46:09,offset equals to what 400 yes 400 divided by 8 equal to 50.
9008,10-31,46:19,okay for number three we know the length pay attention the length here you should
9009,10-31,46:25,include the header not just 180 it's actually two hundred id equals to x
9010,10-31,46:32,flag flag equal to what it should be zero okay and offset equals
9011,10-31,46:39,to 800 800 divided eight equal to 100 okay
9012,10-31,46:44,so that's how you do the calculation all right so that is about the
9013,10-31,46:50,fragmentation
9014,11-02,0:01,the next thing we are going to discuss today is about the ipv4 addressing we we
9015,11-02,0:08,know we all we are very familiar with ip address now right uh we know it's a 32-bit identifier we use it every day we
9016,11-02,0:16,usually what we we talk about is this kind of thing right
9017,11-02,0:22,223.1.2.0 something okay it's like that um but how why do we
9018,11-02,0:29,um why why do we write ip address in this way okay uh how do we come up with this
9019,11-02,0:36,kind of format so today we are going to introduce about the rationales the
