"video","timestamp","text"
"10-05","1:03","client server applications and the in 2.5 we are going to talk about the P2P"
"10-05","1:10","applications which is peer-to-peer applications okay it is using a P2P"
"10-05","1:16","architecture which means it has all the features we have discussed before"
"10-05","1:22","regarding the P2P for example there is no server no always one server okay and"
"10-05","1:29","those up those end systems can directly communicate with each other they don't"
"10-05","1:34","need to communicate with the server we know in client server model these applications must this clients must"
"10-05","1:42","communicate with the server right they cannot communicate with the clients okay"
"10-05","1:47","but if P2P is different and also those peers are intermittently"
"10-05","1:55","connected and they can change their IP addresses as many times as they want okay so the architecture is changing the"
"10-05","2:04","the structure of this network may change a lot so um this this is the phase this is the"
"10-05","2:12","one of the features of P2P okay it makes the management of P2P actually uh very"
"10-05","2:18","difficult okay so there are some examples of P2P application like"
"10-05","2:24","for example B torrent BitTorrent is used for file distribution some of you may"
"10-05","2:29","have used this before um and it's uh it's actually it's a very"
"10-05","2:35","sometimes it's very fast okay it's very fast food for downloading but later I'm"
"10-05","2:40","gonna talk more about this okay how would the speed current work uh one of the feature you probably noticed is"
"10-05","2:47","sometimes you may use this kind of P2P application you feel like your machine"
"10-05","2:52","slows down a lot okay so we will talk about why and a second application is"
"10-05","3:01","actually one application that is used to worry um often in China for video streaming"
"10-05","3:09","okay and also Skype is another application so those are the some of the examples we will mention"
"10-05","3:16","um some of them later okay before we start to talk about the P2"
"10-05","3:21","application one thing we want to discuss is what is the performance of the P2P okay"
"10-05","3:30","so when compared with the client server model um what is the difference okay what is the"
"10-05","3:37","difference between client server model and P2P model basically means for example for for this file distribution"
"10-05","3:43","okay the question is how much time should be used to"
"10-05","3:52","distribute the files okay from one server to amperes okay we want to"
"10-05","3:59","compare the performance of cleanser model and the P2P model and see which"
"10-05","4:05","one is uh um it has better performance okay it is more efficient okay"
"10-05","4:12","so now let's look at this example in this example we assume we assume the file size is f okay and"
"10-05","4:22","you can see this is one server it has multiple"
"10-05","4:27","clients okay a lot of clients and we have a file F okay file size f"
"10-05","4:35","which we want to distribute to every client okay distribute to every client"
"10-05","4:41","and if we are using client server model okay uh let's say firstly let's look at"
"10-05","4:47","some of the parameters so firstly this server has a upload capacity"
"10-05","4:53","upload capacity means upload speed okay and for each client"
"10-05","5:01","it has one upload capacity and one download capacity which means uploading"
"10-05","5:07","speed and downloading speed okay for each client it has a different uploading speed and downloading speed"
"10-05","5:14","okay so for example for the peer eye we can see the uploading speed is UI"
"10-05","5:21","downloading speed is Di okay this is these are all the parameters you need to know before we do"
"10-05","5:27","any calculation now let's look at the client server model"
"10-05","5:34","you think about this for client server model if we want to distribute this file to every client"
"10-05","5:42","that means every time one client make a"
"10-05","5:47","request the server needed to upload this file to the network once"
"10-05","5:54","okay that means if we have on clients if these alkalines make n requests"
"10-05","6:01","then this server needs to upload this file and times okay that means it needs"
"10-05","6:09","to upload and copies of this file okay so then let's see"
"10-05","6:15","we if we want to understand the time used for distribution then we first need"
"10-05","6:22","to think okay how much time do we need for uploading right because we need to upload this and copies"
"10-05","6:29","so if the file size is f okay then the time to upload one copy"
"10-05","6:37","for the server okay is F over u s"
"10-05","6:43","okay this is the time to upload one copy if we want to upload any copies"
"10-05","6:49","of course the time is just earn time n times F over us okay that is"
"10-05","6:57","the uploading time okay pay attention uploading time and then we need to think"
"10-05","7:02","about the downloading time so from downloading we know the downloading speed for each"
"10-05","7:10","peer SDI right so for d for for number one for P1 is D1 for peer two is D2 okay"
"10-05","7:19","so that means that means the downloading speed is different"
"10-05","7:25","for every machine okay for every client if we consider"
"10-05","7:30","the downloading time then download time for the first computer will be"
"10-05","7:36","foreign the second computer will be"
"10-05","7:42","F over D2"
"10-05","7:48","okay so for the PRI then the downloading time the time used for downloading is f"
"10-05","7:53","over d i to continue okay and now we understand"
"10-05","8:00","for uploading the servers uploading time in total is"
"10-05","8:07","uh F over us and the downloading time is f f over D1"
"10-05","8:13","for one F or d242 Etc okay so these things can happen this this"
"10-05","8:19","downloading and uploading can happen in parallel then that means if we consider the time"
"10-05","8:27","we use the for file distribution then we only need to consider the"
"10-05","8:33","maximum time among all of these times right so among all of these numbers we"
"10-05","8:41","choose the maximum one then that is the time we use it for"
"10-05","8:46","file distribution for distribute this file to an uh clients right so that"
"10-05","8:53","means okay the distribution time should be the"
"10-05","9:01","maximum of"
"10-05","9:10","NF over us foreign"
"10-05","9:24","so should it be that maximum of all these numbers okay"
"10-05","9:29","then for this for f over D1 F over D2 F over D3 Etc"
"10-05","9:37","okay if we want to choose the maximum Y is very easy we only need to choose"
"10-05","9:44","F over dmin right the m means the minimum client downloading rate"
"10-05","9:52","okay the minimum client downloading speed okay So eventually this formula"
"10-05","9:58","becomes this okay becomes okay I only need to choose"
"10-05","10:04","the maximum of LF over us and F over dmin okay F over D minimum so among"
"10-05","10:12","these two numbers I choose the bigger one then that's fine okay this is a client server model I hope you"
"10-05","10:18","understand uh the rationale behind okay foreign"
"10-05","10:29","for P2P model we also need to upload and download okay the difference is this"
"10-05","10:36","time at the server side do we need to upload"
"10-05","10:41","and copies we do not we only need to upload one copy why because those peers"
"10-05","10:51","can serve each other okay so for example this one copy is uploaded and maybe P1"
"10-05","10:57","maybe the um Pier One downloaded this copy okay all"
"10-05","11:03","downloaded part of this copy then Pier One can begin sharing this with other"
"10-05","11:09","peers okay it so the the server do not need to be responsible to upload and"
"10-05","11:16","copies okay then in this case we can say oh okay the server the uploading speed"
"10-05","11:21","is us so the time for uploading for the server is only"
"10-05","11:27","F or us okay and then after that those are uploading"
"10-05","11:33","the uploading of the peers and the downloading okay among the peers can"
"10-05","11:39","happen simultaneously so in this case we should consider the uploading speed of all the peers okay so for example"
"10-05","11:46","this is U1 this is YouTube"
"10-05","11:53","okay the uploading speed of all the peers okay for one piece U1 for second place"
"10-05","12:01","YouTube so then you think about uploading speed if we want to uh finally"
"10-05","12:08","download and copies then the server together with all the peers they need to"
"10-05","12:13","upload and copied okay so that means in total the"
"10-05","12:19","uploading time should be"
"10-05","12:24","we need to upload Pages we need to upload NF okay and copied but the uploading speed"
"10-05","12:33","uploading speed this time is not the US okay it's actually the U.S"
"10-05","12:51","okay the uploading speed is all of the uploading speed including the server and the client"
"10-05","12:57","because those peers will also upload so that means it's equal to"
"10-05","13:04","foreign"
"10-05","13:10","so this is the time we used for uploading okay so here you can see we need two uh"
"10-05","13:18","two numbers for time for uploading time one is the one copy from the"
"10-05","13:25","server okay that means the time used IS F or us"
"10-05","13:30","the second number is this one is the total uploading time for earned copies"
"10-05","13:36","okay and for downloading downloading no surprise it's very easy I've already won"
"10-05","13:43","and forward d2f already through okay we continue right and then if you"
"10-05","13:49","want to find the maximum downloading time then we just do F over D minimum"
"10-05","13:55","okay so now among these three numbers among these three numbers"
"10-05","14:01","F over us NF over us plus all the uploading speeds"
"10-05","14:08","of the clients or of the peers and then F over dmin among these three numbers we"
"10-05","14:17","need to choose the maximum okay we need to choose the maximum then I know"
"10-05","14:23","probably by now you still don't know what is the which one is better which one has a better efficiency okay which"
"10-05","14:31","one can be distributed file quickly and let's now compare the DP to p"
"10-05","14:40","the distribution distribution time using P2P method and the DCS distribution time"
"10-05","14:47","using com cleanser method okay let's compare these two how can we can"
"10-05","14:53","we compare let's look at this assumption in this assumption we have uploading"
"10-05","15:00","route U okay we're assuming all the clients do remember for the clients we have uis"
"10-05","15:07","right so all the clients will assume they have the same uploading speed which is you and we assume F over U is one"
"10-05","15:15","hour we are assuming the server's uploading speed is 10 times faster case 10 U and we also assume the"
"10-05","15:23","download this video is the minimum downwind speed is uh equal to or bigger"
"10-05","15:29","than the or greater than the uploading speed of the server so D Min is"
"10-05","15:35","equal to or greater than us okay then in this case in this case"
"10-05","15:42","how can we compare these two okay let me just write down"
"10-05","15:48","here"
"10-05","16:10","foreign"
"10-05","16:33","so those are the two numbers those are the two formulas we want to compare and"
"10-05","16:38","then we want to say okay the assumption"
"10-05","16:45","is that all your eyes equal to you"
"10-05","17:08","okay so those are all the assumptions okay now let's look at these two"
"10-05","17:13","formulas one and two okay foreign"
"10-05","17:20","one for one we know d m i n is greater than uh us right"
"10-05","17:29","so then"
"10-05","17:38","it is correct because DMI n is bigger D minimum is"
"10-05","17:44","bigger than us so we know F over d m and n is of course smaller or equal to f o u"
"10-05","17:51","s right so then of course this will be smaller or equal to"
"10-05","18:00","NF or us right so then you can see okay comparing"
"10-05","18:05","these two okay then F over DMI is smaller that"
"10-05","18:14","will cause for one"
"10-05","18:29","right for one DCS then we do not need to look at F over DM anymore we only need"
"10-05","18:36","to look at NF over us okay AC equals to"
"10-05","18:45","maximum of over 10 U because U is equal to 10U okay and currently you probably"
"10-05","18:52","do not understand why I change it to you later you will see okay"
"10-05","18:57","then for two what will we know if we compare these"
"10-05","19:04","two F or U S and F over dmin we already know the answer"
"10-05","19:11","right so for two then"
"10-05","19:16","we don't need to look at F over DMI anymore because"
"10-05","19:21","we know it is smaller than F or us"
"10-05","19:28","so we only need to compare this one and"
"10-05","19:34","thank you and this one"
"10-05","19:40","okay and if we change this into U"
"10-05","19:49","h"
"10-05","19:56","us Plus let's change us into 10 U"
"10-05","20:03","okay foreign"
"10-05","20:14","and then let's we know the sum of all the uis if all the uis are the same we"
"10-05","20:21","have n clients so that means we have earn you right so we're only to compare these two"
"10-05","20:29","okay and now how how can we compare okay let's see"
"10-05","20:35","for these two how can we compare if"
"10-05","20:42","okay"
"10-05","20:48","if n goes to Infinity"
"10-05","20:54","okay then in this case we can change"
"10-05","21:01","we can still keep F over 10 U but for the second formula this becomes"
"10-05","21:09","if n goes to Infinity pay attention if n Go to Infinity then we can ignore this"
"10-05","21:15","10 U right because n will become like a huge number right then tangyu doesn't"
"10-05","21:21","matter anymore so then this becomes foreign"
"10-05","21:28","this becomes F and F over n u okay then this equals to"
"10-05","21:41","okay then we'll only need to compare F or rectangle and F over U of course F"
"10-05","21:47","over U is bigger right so this then equals two F over U"
"10-05","21:54","okay and then if you compare this one"
"10-05","21:59","and this one and I have over 10U and an F over U so what are their difference"
"10-05","22:05","the difference is if n goes to Infinity"
"10-05","22:18","DCF DCS will go to Infinity"
"10-05","22:24","right because you can see and is going to infinity and F over 10 U"
"10-05","22:30","of cos is equal to Infinity but if n goes to Infinity"
"10-05","22:36","okay then the t d p to P actually equals to F over UF overview window is one hour"
"10-05","22:45","it's a constant number right it doesn't change anymore do you see the difference"
"10-05","22:51","okay so the five if we plot this okay into a"
"10-05","22:56","figure then you can say when n goes to Infinity"
"10-05","23:02","okay for client server model it is ink the"
"10-05","23:07","distribution time is increasing linearly okay that means the distribution time"
"10-05","23:13","we all goes to Infinity also but if angle to Infinity for P2P model"
"10-05","23:21","eventually eventually this will"
"10-05","23:26","be approximate to one hour it will be closer and closer to one hour okay but"
"10-05","23:33","it will never increase Beyond one hour do you see the difference okay the difference is the difference is"
"10-05","23:41","for client server model again client server model if the number of clients is"
"10-05","23:47","going bigger and bigger then the time distribution time is increasing linearly"
"10-05","23:53","then the distribution time will go to Infinity but if we have more and more"
"10-05","24:00","peers in P2P model okay then this doesn't affect the"
"10-05","24:08","distribution time too much because the decision time will finally be"
"10-05","24:13","approximate to one hour be approximate to a constant number okay so that is the"
"10-05","24:21","difference between client server model and P2P model so this is actually very intuitive if you if you think this if"
"10-05","24:27","you're using analogy for example if I'm a server and the students in our class are the"
"10-05","24:34","clients if what I I'm the only one serving the entire class then I of"
"10-05","24:39","course I cannot handle a class that is very big if we have a thousand students"
"10-05","24:45","how can I handle that right because all the requests are coming to me but if we are using P2P model which"
"10-05","24:52","means everybody is teaching each other so all the students can teach each other okay then when you are requesting for"
"10-05","24:59","service you are also providing service in this case it doesn't increase my"
"10-05","25:04","workload right so then the distribution time or the serving time okay the"
"10-05","25:10","service time is much much shorter compared to client server model okay"
"10-05","25:16","so for this part do not worry okay I know you you are probably overwhelmed"
"10-05","25:22","about this slide okay no test"
"10-05","25:28","on this slide okay but"
"10-05","25:33","I will have tests regarding this slide that means you don't need to know how we"
"10-05","25:40","finally do the calculation but you need to understand what is the rationale"
"10-05","25:45","behind and what is the takeaway message okay the takeaway message is for P2P"
"10-05","25:52","model the distribution time we'll become will be close close to a"
"10-05","25:59","constant number as the number of clients increasing or the number of peers increasing but for client server model"
"10-05","26:05","the distribution time will increase linearly as the number of clients increase okay so those are the uh"
"10-05","26:14","current conclusions you need to know okay so B current is one of the P2P file"
"10-05","26:20","distribution application probably you have used this before but you may not understand the mechanism"
"10-05","26:27","behind uTorrent it is a very smart design I would say so generally the file"
"10-05","26:33","is divided into the 256 KB chunks the peers in this torrent will send and"
"10-05","26:41","receive the file chunks they are exchanging the file chunks they basically serve each other when they are"
"10-05","26:48","also got service from each other so basically in BitTorrent we have one"
"10-05","26:53","server or we call it tracker this server is not the real server in the client"
"10-05","27:00","server model and not in that sense but it's just a one tracker this track"
"10-05","27:06","reveal tracks the peers participating in the torrent and then torrent is basically a group of"
"10-05","27:12","peers exchanging the file chunks so let's say if a new user arrives Alice"
"10-05","27:19","arrives then Alice will firstly obtain the list of peers from the tracker"
"10-05","27:26","and then starts exchanging the file chunks with appears in this torrent so"
"10-05","27:32","that is the general idea but when up here joining a torrent for"
"10-05","27:38","example when Alice firstly joined this torrent it has no chance but"
"10-05","27:44","it will accumulate them over time from other peers so Alice will gradually"
"10-05","27:49","collect more and more final chance of course this peer will also need to register with the tracker to get list"
"10-05","27:56","their own peers and connect to the subnetal appearance basically for those we call them as Neighbors"
"10-05","28:03","and they also need to pay attention when downloading the peer will upload the"
"10-05","28:08","chunks to other peers okay so it is getting service and is also providing"
"10-05","28:13","service to others so the pr makes change peers with whom it exchange chunks that means"
"10-05","28:22","Alice may decide to exchange chunks with ABC right now but later it may decide to"
"10-05","28:28","exchange chunks with the EFG so the peers the peer may decide to"
"10-05","28:34","change the peers with whom it is changed the chunks and also the peers may come"
"10-05","28:40","and go once up here gets the entire file it may have two options one option is"
"10-05","28:48","is it May be selfish and decide to live so I'm down I'm done with my file okay I"
"10-05","28:55","don't want to stay here to provide more service it's a selfish behavior but it's a it's one option that the speaker can"
"10-05","29:03","can do another option is it can stay in the storage and provide the service to"
"10-05","29:11","other peers those are the two options and one request importance"
"10-05","29:18","okay one requesting for chunks at any given time different periods have"
"10-05","29:24","different subsets of file chunks so that means that means for example at"
"10-05","29:31","this time the Alice will ask the peer and say hey I'm interested in this file"
"10-05","29:37","what kind of file chunks do you have at you at your site at least we'll ask this"
"10-05","29:43","question to each peer and then those cures will say for example let's see"
"10-05","29:51","here a pra may say oh I have one two three four"
"10-05","29:58","five let's see let's see if this file has a one two three four"
"10-05","30:13","let's say this one has a one two three four five chunks and a said I have uh"
"10-05","30:19","one two three four five and B said"
"10-05","30:27","he said I have two three and four she said"
"10-05","30:35","I have three four and five"
"10-05","30:42","D said I have two three and five so you can see at any given time different"
"10-05","30:47","peers may have different subsets oh this file chunks then uh purely Alice"
"10-05","30:55","will check with each pure what kind of uh what what uh file"
"10-05","31:00","chances they have then at least need to request for the chunks"
"10-05","31:08","and it's need to make requests to ABCD so pay attention there is one very"
"10-05","31:14","important principle here this may be a test problem Alice will"
"10-05","31:21","ask your question missing chunks from the peers it will follow a principle called rarest first what does this mean"
"10-05","31:29","for example if you look at a b c d okay A has one two three four"
"10-05","31:34","five B has two three four C has three four five D has two through five and in this case in this case you can"
"10-05","31:41","say two has multiple copies two is available on"
"10-05","31:47","a b and also d third is available on a b c and d four"
"10-05","31:55","is available on a b c and five is available on ACD but one is available"
"10-05","32:03","only on a so then one is the rarest piece then in"
"10-05","32:11","this case Alice will request the the rarest piece first that means Alice will"
"10-05","32:17","firstly contact a to get the chunk one"
"10-05","32:24","why because remember this is a P2P Network P2P means every peer can come"
"10-05","32:31","and go especially when a for example a already has one two three four five it gets all"
"10-05","32:37","the file right all the file chunks so Amy decide to leave if a leave then"
"10-05","32:42","nobody has the chunk of one then nobody can get the complete file"
"10-05","32:49","so that is the issue that's why Alice will need to request the rarest chunks"
"10-05","32:54","first okay pay attention to that this will appear on the test and then"
"10-05","33:00","when sending a chance let's send you the chunks B torrent has a very interesting"
"10-05","33:06","mechanism called tit for attack so what does this mean this means Alice sends"
"10-05","33:11","chunks to those four peers currently sending her chunks at the highest rate"
"10-05","33:18","so there are so many cheers right so many peers so Alice among these appears"
"10-05","33:23","Alice will say oh okay so these four these four peers are sending me the file"
"10-05","33:30","jumps at the higher street so they are the factors so I like this four so that"
"10-05","33:35","IO will also send them I'll be also sent them the"
"10-05","33:42","bottoms at my highest at the High Street so then it will choose the top four"
"10-05","33:48","peers then the other peers will be talked talked means the other peers"
"10-05","33:54","cannot receive file chunks from Alice Alice will just choose the best of work"
"10-05","33:59","and ignore the remaining say hey I don't want to become friends with you because you are not good enough so as we are not"
"10-05","34:08","sent the chunks to Alice to those peers so it will only choose the basketball of"
"10-05","34:16","course L is the best four may change so Alice will do re-evaluation of the top"
"10-05","34:23","four every 10 seconds and always choose the top four"
"10-05","34:28","then you may say um if so so you may say what if there are another Noob here coming out who is"
"10-05","34:36","really really fast right so you have to give opportunity to other peers also that's why every 30 seconds at least"
"10-05","34:44","randomly select another appear randomly select another appear from the group and"
"10-05","34:50","then start sending tabs if this peer is really good and Alice is not"
"10-05","34:57","disappointed then of course L is real optimistically and choke disappear and"
"10-05","35:03","say oh okay you are new but you're good enough you can join my top four then I we become friends I can send the"
"10-05","35:10","um the file trans to you but if of course if this appear is not good enough"
"10-05","35:16","then Alice will also talk this here and and refuse to communicate with this peer"
"10-05","35:23","so this is like the principle then following this principle you can see Alice can always"
"10-05","35:30","can always communicate with the best four um our cause and it may also become the"
"10-05","35:37","one of the best four for the for the other peers so let's see an example here we have Alice and we have Bob so Alice"
"10-05","35:46","optimistically and talksport Bob is new then Alice may become one of Bob's top"
"10-05","35:55","four providers so Bob is very happy Bob recipe and say okay I want to send you"
"10-05","36:03","at the highest rate also so number becomes one of Alice's"
"10-05","36:08","top four providers then at least of course will do the same right so that in this way you can see"
"10-05","36:17","teeth voltage ensures that each peer can find the better trading"
"10-05","36:26","partners and get the file faster okay so this is a I would say this is a why"
"10-05","36:33","I see a t-test t410 is a very smart mechanism okay so it ensures the peers"
"10-05","36:40","can always find their best Partners to to uh exchange file terms okay all right"
"10-05","36:48","okay pay attention this may appear on the test so in the test I made ask you"
"10-05","36:54","what is uh for example I may ask you what is the best basic mechanism for T4"
"10-05","37:00","touch or what is the effect of what you did for that okay so this is something"
"10-05","37:05","you need to pay attention foreign"
"10-05","37:11","so then the next product we are going to discuss is the video streaming and"
"10-07","0:02","so then the next product we are going to discuss is the video streaming and the content distribution Network"
"10-07","0:09","video is a very important part in application layer okay among all of"
"10-07","0:15","these applications because we almost use video every day right uh the video"
"10-07","0:20","traffic is actually one of the major consumer of the internet bandwidth"
"10-07","0:26","um for example the Netflix YouTube they took about 37 percent at 16 percent of"
"10-07","0:31","the downstream residential ISP traffic respectively this was your old data okay"
"10-07","0:37","this is not updated you can say maybe it is even bigger percentage right and also"
"10-07","0:42","the YouTube users was 1 billion and Netflix users was 75 million but now I"
"10-07","0:49","as I again this number make become bigger anyway we we faced several"
"10-07","0:54","challenges we said with at least two challenges in the video streaming so one"
"10-07","0:59","challenge is about the skill how can we reach so many users"
"10-07","1:07","can we use just one single Mega video server will this work"
"10-07","1:14","apparently this will not work right we have discussed this question in web"
"10-07","1:20","service in DNS for those even for those applications the single server may not work okay"
"10-07","1:28","because of like single point of failure the scalability issue the uh the"
"10-07","1:34","location where should we put this server right because of a number of problems the Second Challenge is the"
"10-07","1:40","heterogeneity problem what does this mean this means different users actually"
"10-07","1:45","have different capabilities if you think about this so for example some users are using a"
"10-07","1:53","mobile phone some users are using wireless network right some some users"
"10-07","1:58","may have a bigger benefit but some may have a very"
"10-07","2:03","poor benefit but in this case how can we accommodate all these different users with different"
"10-07","2:10","capabilities how can we provide very smooth experience to them this is"
"10-07","2:16","actually another I would say huge challenge in the video application"
"10-07","2:21","so the solution to the about problem is that we need to have some kind of"
"10-07","2:26","distributed infrastructure at application Level to ensure smooth experience of the users"
"10-07","2:34","in video streaming before we talk about the the video application let's first look at the"
"10-07","2:41","video itself so we do is basically a sequence of images you think something"
"10-07","2:47","is moving the video but actually it's not it's actually just a number of static images a sequence of static"
"10-07","2:55","images displayed at a consonance rate that makes you feel like oh the things"
"10-07","3:01","are moving for each image for each image it's just an area of pixels each pixel"
"10-07","3:09","is usually represented by the Beats for example it may be represented by the red green blue color"
"10-07","3:16","for red we know it's it can be one byte for blue it can be one by Green it can"
"10-07","3:22","be one byte we can use for example 24 bits to represent one pixel of course"
"10-07","3:28","that's just one method there are many different methods to represent a digital"
"10-07","3:34","image but anime for image and for video we have"
"10-07","3:42","different encoding methods so for example one method is called spatial"
"10-07","3:47","encoding so coding means we use redundancy within and between the images"
"10-07","3:53","to decrease the number of bits used to encode the image so that means for"
"10-07","3:59","example here for spatial coding we can say we have a bunch of pixels in the same"
"10-07","4:06","color and it's in purple if we can use for example if we can use nine to"
"10-07","4:12","represent purple color because in reality we do not use 9 to"
"10-07","4:19","represent the purple color right but this is just for for demonstration for example so if we use 9 to wrap it in a"
"10-07","4:26","purple color if we have 1000 pixels in this one row then that"
"10-07","4:36","this is one row we have one thousand pixels then when we have if we want to"
"10-07","4:41","include this then we have to do"
"10-07","4:51","so we have say nine nine nine nine so we continue in total we have one thousand"
"10-07","4:58","nines to wraps in this one thousand purple color pixels but if we are doing"
"10-07","5:04","Special encoding we don't need to we don't need to do this we can just say"
"10-07","5:09","okay let's do this using"
"10-07","5:14","nine and one thousand what does this mean this means the color value is nine"
"10-07","5:20","and the number of repeated values is one thousand so this 9 is repeated for one"
"10-07","5:27","thousand times okay this is a used to represent represent the one thousandth"
"10-07","5:32","purple color pixels this is called spatial coding we can so"
"10-07","5:38","here you can see instead of using 1000 numbers we can use only two numbers to represent that right so this saves the"
"10-07","5:45","space or this saves the number of bits used to include the image a lot this is"
"10-07","5:52","one type a certain type of encoding is called temporal coding so temporal"
"10-07","5:58","coding means instead of sending a complete frame at I plus one for example"
"10-07","6:05","we have frame I and frame I plus one they have very very minor differences"
"10-07","6:12","you cannot even notice that right so then in this case we do not is we do not"
"10-07","6:18","need to send the entire frame I plus one instead of sending this complete frame"
"10-07","6:24","at I plus one we send only the differences from frame I this can save a"
"10-07","6:30","lot of bits so those are the two coding examples"
"10-07","6:37","and for video we also have constant bitrate and the variable bitrate constantly bit rate means the video"
"10-07","6:43","encoding rate is fixed it never change but variable bitrate means that we do including rate changes as amount of"
"10-07","6:50","spatial temporal coding changes so the next thing we are going to discuss is"
"10-07","6:55","how can we stream the videos to the users okay how can we do the video"
"10-07","7:01","streaming so this is a very simple scenario in this scenario we have a video server"
"10-07","7:07","the video server has the video stored on it and then we have the internet we have"
"10-07","7:13","the clients so our goal is we want to stream the video to the clients okay how"
"10-07","7:19","can we do that can we use one big server Big Mac server to connect to"
"10-07","7:26","all the clients that's not a good idea right you usually okay usually what we do is"
"10-07","7:33","actually uh we use something called content distribution Network okay so I"
"10-07","7:38","I'll talk about that later but for now let's talk about the mechanism of"
"10-07","7:43","streaming when they do the streaming one very effective way is to use Dash Okay"
"10-07","7:49","what is Dash that is a dynamic adaptive streaming"
"10-07","7:56","over HTTP that means the basic protocol is hcp then on top of HTTP we can do"
"10-07","8:04","some Dynamic and adaptive streaming okay how can we do that at the server side"
"10-07","8:13","at the server side the file the video file is divided into"
"10-07","8:19","multiple accounts it's not one complete piece of video it's actually multiple"
"10-07","8:25","chunks each chunk is stored and encoded at different rates"
"10-07","8:31","different risk means it may be faster it may be slower okay which means if it has"
"10-07","8:40","a higher rate than the video quality is usually higher because you can the"
"10-07","8:46","videos the images can be displayed at the higher speed right so the video"
"10-07","8:52","quality is usually better if you have a lower rate than the video quality is"
"10-07","8:57","usually poor and then there is one file called manifest file"
"10-07","9:04","this file will provide the URLs for different chunks"
"10-07","9:09","okay different charts at the client side the client"
"10-07","9:15","periodically matters the server to client bandwidth it will measure the benefit and say oh"
"10-07","9:21","my benefit is very good right now or all my bandwidth is not so good okay"
"10-07","9:27","depending on the bandwidth the client will Consulting the Manifest file"
"10-07","9:33","request one chunk at a one time"
"10-07","9:39","and also choose the maximum coding rate sustainable given the current database"
"10-07","9:48","so that means if my bandwidth is very good right now I can choose a"
"10-07","9:55","file chunk or video chunk with higher rate if my bandwidth is not so good then I"
"10-07","10:02","can choose a chunk with lower rate so the client can choose different"
"10-07","10:09","coding risks at different points in time okay the read may change depending"
"10-07","10:15","because the bandwidth may change right so then the reads maintain that's why when you watch the video sometimes you"
"10-07","10:21","can see oh the video quality is really good but sometimes it becomes a little bit blurry okay so that's because it is"
"10-07","10:29","dynamically changing the risk of the video okay all the reads of the file"
"10-07","10:36","chunk and if you think about this uh mechanism that you will realize"
"10-07","10:43","the intelligence is actually at the client side it's not at the server side"
"10-07","10:50","that means the client determines when to request the chunk"
"10-07","10:56","okay so that we don't won't have the buffer starvation or overflow"
"10-07","11:01","and kind will determine what encoding retro request based on the bandwidth"
"10-07","11:07","available so it will always request the higher quality videos the higher quality"
"10-07","11:13","video chunks okay when more bandwidth are available"
"10-07","11:19","and client also determines where to request the chunk okay because as we said the Manifest"
"10-07","11:27","file will provide the URLs for different chunks and then the client can check"
"10-07","11:34","this manifest file and decide oh this server this URL server is"
"10-07","11:39","probably closer to me so I want to request my file from that server okay so"
"10-07","11:46","the client is making um in the decision based on the Manifest file or This Server if this server has a"
"10-07","11:53","higher bandwidth okay then I can request from this server you can see the client"
"10-07","11:58","has the intelligence pay attention to this this may become a test problem okay I may ask you"
"10-07","12:07","who has the intelligence in dash who is deciding one what and where"
"10-07","12:13","in the dash so you need to know it's actually the client it's not the server"
"10-07","12:19","so then now let's go back to talk about the two challenges the one challenge is"
"10-07","12:24","how can we stream the content to hundreds of thousands of simultaneous users"
"10-07","12:29","option one is we can use one single large map server but as I mentioned you"
"10-07","12:35","may say seller problems firstly single point of failure if this server is done then"
"10-07","12:40","this entire application is done nobody can get videos right so second point of network condition okay this server may"
"10-07","12:48","be too busy there are too much traffic coming to this server right so this is"
"10-07","12:53","uh this may cause the network congestion and then the long path to decent clients"
"10-07","12:59","so if you put this server in us then how about the users from Europe from Asia"
"10-07","13:07","right how can they connect to this server okay their response time may be"
"10-07","13:13","too long and also multiple copies of video sent over the other Clinic these"
"10-07","13:18","are all the problems associated with the one Mega server so then the Explorer is"
"10-07","13:26","okay this doesn't scale how can we address this issue now as I said we will use something called"
"10-07","13:33","content distribution Network to address that issue then the option two is we can store or serve the multiple"
"10-07","13:42","copies of videos at multiple geographically distributed sites this is called the content distribution Network"
"10-07","13:49","so for Content Distributing Network there are usually two modes one mode is called enter deep enter deep means"
"10-07","13:57","so basically first you need to understand that the content dictionary network is basically a bunch of servers"
"10-07","14:03","okay a bunch of servers which store and also serve the multiple copies of videos"
"10-07","14:09","and they are distributed at different locations different geographical uh"
"10-07","14:14","geography locations right then in this case in this case for enter deep"
"10-07","14:20","basically means we push those servers deep into many access Networks do you"
"10-07","14:28","still remember access Networks we have for example"
"10-07","14:36","residential Networks"
"10-07","14:46","you still Channel networks and mobile networks right those are all the access networks so we can push the servers into"
"10-07","14:53","those exact Network for example we may have some kind of contribution Network server"
"10-07","15:00","in a campus that's exact State we may have CDN server on on the sensitive"
"10-07","15:07","campus so this is closer to close to the users then the user can get the videos"
"10-07","15:14","faster this is one mode another mode is instead of pushing those servers into"
"10-07","15:20","into the access networks we actually put those servers put a smaller number of"
"10-07","15:29","larger clusters in the ixps which are"
"10-07","15:35","internet exchange points near the access networks but they are not with the indu"
"10-07","15:41","access networks okay so those are the two modes that may be used enter deep and bring home"
"10-07","15:47","okay so right now let's look at this one example in this example I I try to show"
"10-07","15:53","you how the CDN Works let's say um CDN scenario restore copies of"
